STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,WKS_OPEN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,REAPLOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH
IL,IL0428,002,Y,3054600,PHILO PUBLIC LIBRARY DISTRICT,115 EAST WASHINGTON STREET,PHILO,61864,9531,CHAMPAIGN,2176842896,CE,4000,R_17,0,2184,52,2017,03,00,00,00,-88.157147,40.006972,17,019,59533,209399,41,08,109,1021,1713,16580,0,A
IL,IL0429,002,Y,3054800,PINCKNEYVILLE PUBLIC LIBRARY,312 SOUTH WALNUT STREET,PINCKNEYVILLE,62274,1343,PERRY,6183572410,CE,3730,R_17,0,1508,52,2017,03,00,00,00,-89.382933,38.077601,17,145,59884,21285,32,06,302,4018,1712,-4,N,A
IL,IL0430,002,Y,3054900,PIPER CITY PUBLIC LIBRARY DISTRICT,39 WEST MAIN STREET,PIPER CITY,60959,6031,FORD,8156869234,CE,2000,R_17,0,1352,52,2017,03,00,00,00,-88.191025,40.758845,17,053,60079,13280,42,08,9616,3012,1716,16580,0,A
IL,IL0431,002,Y,3055000,PITTSFIELD PUBLIC LIBRARY,205 NORTH MEMORIAL STREET,PITTSFIELD,62363,1406,PIKE,2172852200,CE,5110,R_17,0,2158,52,2017,03,00,00,00,-90.80761,39.60807,17,149,60222,15821,33,06,9527,5026,1718,-4,N,A
IL,IL0432,002,Y,3055100,PLAINFIELD PUBLIC LIBRARY DISTRICT,15025 SOUTH ILLINOIS STREET,PLAINFIELD,60544,2819,WILL,8154366639,CE,27160,R_17,0,2940,52,2017,03,00,00,00,-88.203647,41.609378,17,197,60287,692661,21,03,8804.04,3014,1714,16980,0,A
IL,IL0434,004,Y,3055200,PLANO COMMUNITY LIBRARY DISTRICT,15 WEST NORTH STREET,PLANO,60545,1444,KENDALL,6305522009,CE,28706,R_17,0,2808,52,2017,03,00,00,00,-88.537841,41.663462,17,093,60352,126218,21,03,8905,2033,1714,16980,0,A
IL,IL0435,002,Y,3007000,POLO PUBLIC LIBRARY DISTRICT,302 WEST MASON STREET,POLO,61064,1417,OGLE,8159462713,CE,5060,R_17,0,2444,52,2017,03,00,00,00,-89.580477,41.98624,17,141,60937,51063,42,07,9615,2051,1716,40300,1,A
IL,IL0436,002,Y,3055300,PONTIAC PUBLIC LIBRARY,211 EAST MADISON STREET,PONTIAC,61764,2088,LIVINGSTON,8158447229,CE,12000,R_17,0,2912,50,2017,03,00,00,00,-88.627323,40.880371,17,105,61015,36518,32,06,9606,3016,1716,38700,1,A
IL,IL0437,002,Y,3055400,POPLAR CREEK PUBLIC LIBRARY DISTRICT,1405 SOUTH PARK AVENUE,STREAMWOOD,60107,2939,COOK,6308376800,CE,98000,R_17,0,3547,52,2017,03,00,00,00,-88.174951,42.008035,17,031,73157,5211263,21,03,8045.09,1001,1708,16980,0,A
IL,IL0437,003,Y,3055401,SONYA CRAWSHAW BRANCH LIBRARY,4300 AUDREY LANE,HANOVER PARK,60133,6757,DUPAGE,6303720052,BR,3680,R_17,0,2633,52,2017,03,00,00,00,-88.161862,41.951187,17,043,32746,930128,21,03,8413.22,2009,1708,16980,0,A
IL,IL0439,002,Y,3055800,PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT,8449 SOUTH MOODY AVENUE,BURBANK,60459,2525,COOK,7084303688,CE,23500,R_17,0,3169,52,2017,03,00,00,00,-87.773744,41.738303,17,031,09642,5211263,21,03,8210.02,4001,1703,16980,0,A
IL,IL0440,002,Y,3044200,PRINCETON PUBLIC LIBRARY,698 EAST PERU STREET,PRINCETON,61356,1852,BUREAU,8158751331,CE,26000,R_17,0,2964,52,2017,03,00,00,00,-89.451277,41.371501,17,011,61899,33243,32,06,9654,1010,1716,36860,1,A
IL,IL0441,002,Y,3040600,LILLIE M. EVANS LIBRARY DISTRICT,207 NORTH WALNUT AVENUE,PRINCEVILLE,61559,7579,PEORIA,3093854540,CE,7400,R_17,0,2600,52,2017,03,00,00,00,-89.756131,40.931137,17,143,61925,183011,42,08,38,1065,1718,37900,0,A
IL,IL0442,002,Y,3034300,HENRY C. ADAMS MEMORIAL LIBRARY,209 WEST THIRD STREET,PROPHETSTOWN,61277,1124,WHITESIDE,8155375462,CE,2700,R_17,0,1532,52,2017,03,00,00,00,-89.938042,41.671482,17,195,61977,56118,42,07,7,2036,1717,44580,1,A
IL,IL0443,002,Y,3055900,PROSPECT HEIGHTS PUBLIC LIBRARY DISTRICT,12 NORTH ELM STREET,PROSPECT HEIGHTS,60070,1450,COOK,8472593500,CE,26000,R_17,0,3228,52,2017,03,00,00,00,-87.941641,42.095554,17,031,62016,5211263,21,03,8026.08,3016,1709,16980,0,A
IL,IL0444,002,Y,3056000,PUTNAM COUNTY PUBLIC LIBRARY DISTRICT,214 NORTH FOURTH STREET,HENNEPIN,61327,9306,PUTNAM,8159257020,CE,2500,R_17,0,2423,52,2017,03,00,00,00,-89.342519,41.254181,17,155,34098,5727,42,07,9546,1074,1716,36860,1,A
IL,IL0444,003,Y,3056001,PUTNAM (CONDIT) BRANCH LIBRARY,105 NORTH CENTER STREET,PUTNAM,61560,7500,PUTNAM,8154372811,BR,500,R_17,0,547,52,2017,03,00,06,00,-89.395624,41.181617,17,155,M,5727,42,07,9546,2070,1716,36860,1,A
IL,IL0444,004,Y,3056002,GRANVILLE BRANCH LIBRARY,214 SOUTH MCCOY STREET,GRANVILLE,61326,9332,PUTNAM,8153392038,BR,2500,R_17,0,1992,52,2017,03,00,00,00,-89.228107,41.261813,17,155,31017,5727,42,07,9545,3035,1716,36860,1,A
IL,IL0444,005,Y,3056003,MAGNOLIA BRANCH LIBRARY,114 NORTH CHICAGO STREET,MAGNOLIA,61336,9682,PUTNAM,8158693038,BR,500,R_17,0,499,52,2017,03,00,00,00,-89.194592,41.112422,17,155,46110,5727,42,07,9546,4065,1716,36860,1,A
IL,IL0444,006,Y,3056004,MCNABB BRANCH LIBRARY,322 WEST MAIN STREET,MCNABB,61335,9601,PUTNAM,8158822378,BR,500,R_17,0,542,52,2017,03,00,00,00,-89.208281,41.176764,17,155,45850,5727,42,07,9546,4046,1716,36860,1,A
IL,IL0444,007,Y,3056005,STANDARD BRANCH LIBRARY,128 1ST STREET,STANDARD,61363,1200,PUTNAM,8153392471,BR,500,R_17,0,596,52,2017,03,00,00,15,-89.182435,41.257081,17,155,72221,5727,42,07,9545,1036,1716,36860,1,A
IL,IL0445,006,Y,3056600,QUINCY PUBLIC LIBRARY,526 JERSEY STREET,QUINCY,62301,3927,ADAMS,2172231309,CE,35341,R_17,0,2704,52,2017,03,00,00,00,-91.407928,39.93062,17,001,62367,66234,33,05,7,2055,1718,39500,1,A
IL,IL0446,002,Y,3056900,RANTOUL PUBLIC LIBRARY,106 WEST FLESSNER AVENUE,RANTOUL,61866,3602,CHAMPAIGN,2178933955,CE,20000,R_17,0,3452,52,2017,03,00,00,00,-88.159577,40.294727,17,019,62783,209399,31,04,103,1081,1715,16580,0,A
IL,IL0447,002,Y,3057100,RED BUD PUBLIC LIBRARY,925 SOUTH MAIN STREET,RED BUD,62278,1345,RANDOLPH,6182822255,CE,4840,R_17,0,1824,52,2017,03,00,00,00,-89.99399,38.203602,17,157,63043,32423,32,06,9508,2051,1712,-4,N,A
IL,IL0448,002,Y,3057400,RICHTON PARK PUBLIC LIBRARY DISTRICT,22310 LATONIA LANE,RICHTON PARK,60471,1839,COOK,7084815333,CE,8000,R_17,0,2808,52,2017,03,00,00,00,-87.725498,41.484627,17,031,63706,5211263,21,03,8300.07,1020,1702,16980,0,A
IL,IL0450,002,Y,3026000,ELWOOD TOWNSHIP CARNEGIE LIBRARY,104 NORTH STATE STREET,RIDGE FARM,61870,6125,VERMILION,2172472820,CE,3680,R_17,0,1560,52,2017,03,00,00,00,-87.651843,39.896698,17,183,63862,77909,41,08,111,3072,1715,19180,0,A
IL,IL0451,002,Y,3057500,RIVER FOREST PUBLIC LIBRARY,735 LATHROP AVENUE,RIVER FOREST,60305,1838,COOK,7083665205,CE,14400,R_17,0,3476,52,2017,03,00,00,00,-87.814888,41.892697,17,031,64304,5211263,21,03,8120,1007,1707,16980,0,A
IL,IL0452,002,Y,3057600,RIVER GROVE PUBLIC LIBRARY DISTRICT,8638 WEST GRAND AVENUE,RIVER GROVE,60171,1207,COOK,7084534484,CE,10000,R_17,0,3326,52,2017,03,00,00,00,-87.842378,41.929742,17,031,64343,5211263,21,03,8111,4048,1705,16980,0,A
IL,IL0453,002,Y,3057700,RIVER VALLEY DISTRICT LIBRARY,214 SOUTH MAIN STREET,PORT BYRON,61275,9501,ROCK ISLAND,3095233440,CE,6000,R_17,0,3068,52,2017,03,00,00,00,-90.336297,41.605414,17,161,61223,144808,21,04,201,4058,1717,19340,0,A
IL,IL0454,002,Y,3057800,RIVERDALE PUBLIC LIBRARY DISTRICT,208 WEST 144TH STREET,RIVERDALE,60827,2733,COOK,7088413311,CE,15000,R_17,0,2000,52,2017,03,00,00,00,-87.627519,41.633433,17,031,64278,5211263,21,03,8266,3036,1702,16980,0,A
IL,IL0456,002,Y,3058000,ROBERT R. JONES PUBLIC LIBRARY DISTRICT,900 FIRST STREET,COAL VALLEY,61240,9392,ROCK ISLAND,3097993047,CE,6229,R_17,0,2650,52,2017,03,00,00,00,-90.461048,41.442918,17,161,15235,144808,21,04,240,4000,1717,19340,0,A
IL,IL0457,002,Y,3058200,ROBINSON PUBLIC LIBRARY DISTRICT,606 NORTH JEFFERSON STREET,ROBINSON,62454,2665,CRAWFORD,6185442917,CE,13500,R_17,0,2652,52,2017,03,00,00,00,-87.738172,39.010311,17,033,64707,18961,32,06,8803,1021,1715,-4,N,A
IL,IL0457,003,Y,3058201,SUSIE WESLEY MEMORIAL BRANCH LIBRARY,104 SOUTH CENTRAL AVE,FLAT ROCK,62427,M,CRAWFORD,6185843636,BR,870,R_17,0,481,37,2017,03,00,00,07,-87.675069,38.901639,17,033,26350,18961,42,07,8806,3022,1715,-4,N,A
IL,IL0457,004,Y,3058202,OBLONG PUBLIC BRANCH LIBRARY,110 EAST MAIN STREET,OBLONG,62449,1411,CRAWFORD,6185923001,BR,1428,R_17,0,1404,52,2017,03,00,00,00,-87.908689,39.00181,17,033,55106,18961,42,07,8802,2118,1715,-4,N,A
IL,IL0457,005,Y,3058203,HUTSONVILLE PUBLIC BRANCH LIBRARY,101 SOUTH MAIN STREET,HUTSONVILLE,62433,M,CRAWFORD,6185639603,BR,1025,R_17,0,676,52,2017,03,00,00,00,-87.656468,39.109441,17,033,36841,18961,42,07,8801,1058,1715,-4,N,A
IL,IL0458,002,Y,3027400,FLAGG-ROCHELLE PUBLIC LIBRARY DISTRICT,619 FOURTH AVENUE,ROCHELLE,61068,1512,OGLE,8155623431,CE,20910,R_17,0,2912,52,2017,03,00,00,00,-89.068643,41.922777,17,141,64746,51063,32,06,9611,1186,1716,40300,1,A
IL,IL0459,002,Y,3058300,ROCHESTER PUBLIC LIBRARY DISTRICT,1 COMMUNITY DRIVE,ROCHESTER,62563,7928,SANGAMON,2174988454,CE,8400,R_17,0,2656,52,2017,03,00,00,00,-89.525246,39.745123,17,167,64759,196452,41,08,39.02,2035,1713,44100,0,A
IL,IL0460,002,Y,3020600,ROCK FALLS PUBLIC LIBRARY DISTRICT,1007 SEVENTH AVENUE,ROCK FALLS,61071,2831,WHITESIDE,8156263958,CE,10000,R_17,0,3120,52,2017,03,00,00,00,-89.697497,41.771786,17,195,64928,56118,32,06,16,3006,1717,44580,1,A
IL,IL0461,002,Y,3058400,ROCK ISLAND PUBLIC LIBRARY,401 NINETEENTH STREET,ROCK ISLAND,61201,8124,ROCK ISLAND,3097327323,CE,33626,R_17,0,3120,52,2017,03,00,00,00,-90.573202,41.508732,17,161,65078,144808,13,02,226,1066,1717,19340,0,A
IL,IL0461,003,Y,3058401,SOUTHWEST BRANCH LIBRARY,9010 RIDGEWOOD ROAD,ROCK ISLAND,61201,7659,ROCK ISLAND,3097327338,BR,5373,R_17,0,2886,52,2017,03,00,00,00,-90.594078,41.429468,17,161,65078,144808,13,02,242,3000,1717,19340,0,A
IL,IL0461,004,Y,3058402,30/31 BRANCH LIBRARY,3059 30TH STREET,ROCK ISLAND,61201,5550,ROCK ISLAND,3097327369,BR,4441,R_17,0,3120,52,2017,03,00,00,00,-90.557457,41.479272,17,161,65078,144808,13,02,230,1009,1717,19340,0,A
IL,IL0462,002,Y,3058800,ROCKFORD PUBLIC LIBRARY,215 NORTH WYMAN STREET,ROCKFORD,61101,1023,WINNEBAGO,8159657606,CE,80000,R_17,0,2496,52,2017,03,00,00,00,-89.092876,42.272208,17,201,65000,284778,12,02,29,1020,1717,40420,0,A
IL,IL0462,003,Y,3058802,MONTAGUE BRANCH LIBRARY,1238 SOUTH WINNEBAGO STREET,ROCKFORD,61102,2944,WINNEBAGO,8159662743,BR,10000,R_17,0,1664,52,2017,03,00,00,00,-89.105116,42.259941,17,201,65000,284778,12,02,28,1029,1717,40420,0,A
IL,IL0462,005,Y,3058804,ROCK RIVER BRANCH LIBRARY,3128 11TH STREET,ROCKFORD,61109,2202,WINNEBAGO,8159662763,BR,10500,R_17,0,1664,52,2017,03,00,00,00,-89.072208,42.228001,17,201,65000,284778,12,02,20,2000,1717,40420,0,A
IL,IL0462,006,Y,3058805,ROCKTON CENTRE BRANCH LIBRARY,3112 NORTH ROCKTON AVENUE,ROCKFORD,61103,2855,WINNEBAGO,8159662776,BR,8000,R_17,0,2080,52,2017,03,00,00,00,-89.096857,42.304519,17,201,65000,284778,12,02,36.02,2012,1717,40420,0,A
IL,IL0462,007,Y,3058801,LEWIS LEMON BRANCH LIBRARY,1988 WEST JEFFERSON STREET,ROCKFORD,61101,5671,WINNEBAGO,8159662729,BR,1600,R_17,0,1040,52,2017,03,00,00,00,-89.119922,42.278737,17,201,65000,284778,12,02,25,1018,1717,40420,0,A
IL,IL0462,008,Y,3058806,EAST BRANCH LIBRARY,6685 EAST STATE STREET,ROCKFORD,61108,2543,WINNEBAGO,8159662748,BR,23000,R_17,0,2912,52,2017,03,00,00,00,-88.986863,42.268068,17,201,65000,284778,12,02,5.13,1003,1716,40420,0,A
IL,IL0462,009,Y,3058807,NORDLOF CENTER,118 NORTH MAIN STREET,ROCKFORD,61101,1102,WINNEBAGO,-4,BR,30000,R_17,0,2000,52,2017,03,00,06,00,-89.094342,42.271558,17,201,65000,284778,12,02,29,2006,1717,40420,0,A
IL,IL0463,004,Y,3058900,ROLLING MEADOWS LIBRARY,3110 MARTIN LANE,ROLLING MEADOWS,60008,2623,COOK,8472596050,CE,43000,R_17,0,3669,52,2017,03,00,00,00,-88.01837,42.075586,17,031,65338,5211263,21,03,8040,2000,1708,16980,0,A
IL,IL0464,002,Y,3059000,ROODHOUSE PUBLIC LIBRARY,220 WEST FRANKLIN STREET,ROODHOUSE,62082,1412,GREENE,2175895123,CE,2536,R_17,0,1456,52,2017,03,00,00,00,-90.371812,39.482325,17,061,65481,13174,32,07,9737,3039,1713,-4,N,A
IL,IL0465,002,Y,3059100,ROSELLE PUBLIC LIBRARY DISTRICT,40 SOUTH PARK STREET,ROSELLE,60172,2020,DUPAGE,6305291641,CE,26100,R_17,0,3380,52,2017,03,00,00,00,-88.07612,41.982254,17,043,65806,930128,21,03,8410.04,2005,1708,16980,0,A
IL,IL0466,002,Y,3059200,ROSICLARE MEMORIAL PUBLIC LIBRARY,308 MAIN STREET,ROSICLARE,62982,M,HARDIN,6182856213,CE,1776,R_17,0,1054,52,2017,03,00,00,00,-88.34497,37.41974,17,069,65897,4046,43,07,9709,2081,1715,-4,N,A
IL,IL0467,002,Y,3059300,ROUND LAKE AREA PUBLIC LIBRARY DISTRICT,906 HART ROAD,ROUND LAKE,60073,3700,LAKE,8475467060,CE,28800,R_17,0,3536,52,2017,03,00,00,00,-88.105352,42.357395,17,097,66027,703520,21,03,8614.02,1019,1710,16980,0,A
IL,IL0468,002,Y,3059400,ROXANA PUBLIC LIBRARY DISTRICT,200 NORTH CENTRAL AVENUE,ROXANA,62084,1102,MADISON,6182546713,CE,7488,R_17,0,2808,52,2017,03,00,00,00,-90.078941,38.848707,17,119,66131,265428,23,03,4010,2010,1712,41180,0,A
IL,IL0469,002,Y,3059500,ROYALTON PUBLIC LIBRARY DISTRICT,305 SOUTH DEAN STREET,ROYALTON,62983,1226,FRANKLIN,6189844463,CE,960,R_17,0,1092,52,2017,03,00,00,00,-89.115464,37.878172,17,055,66209,39041,41,07,404,1039,1712,-4,N,A
IL,IL0470,002,Y,3059700,RUSHVILLE PUBLIC LIBRARY,514 MAPLE AVENUE,RUSHVILLE,62681,1044,SCHUYLER,2173223030,CE,2400,R_17,0,1875,52,2017,03,00,00,00,-90.565585,40.125617,17,169,66339,7035,33,06,9702,1041,1718,-4,N,A
IL,IL0471,002,Y,3062900,SAINT CHARLES PUBLIC LIBRARY DISTRICT,ONE SOUTH SIXTH AVENUE,SAINT CHARLES,60174,2105,KANE,6305840076,CE,54234,R_17,0,3744,52,2017,03,00,00,15,-88.307585,41.913715,17,089,66703,534667,21,03,8523,1038,1714,16980,0,A
IL,IL0472,003,Y,3063001,BEECHER CITY BRANCH LIBRARY,1358 E. STATE HWY 33,BEECHER CITY,62414,2200,EFFINGHAM,6184879400,BR,2520,R_17,0,1508,52,2017,03,00,00,07,-88.770151,39.186998,17,049,M,34132,43,07,9502,2010,1715,20820,1,A
IL,IL0472,004,Y,3063000,SAINT ELMO PUBLIC LIBRARY DISTRICT,311 WEST CUMBERLAND ROAD,SAINT ELMO,62458,1430,FAYETTE,6188295544,CE,7000,R_17,0,1508,52,2017,03,00,00,00,-88.85339,39.022387,17,051,66794,21784,43,07,9505,3072,1715,-4,N,A
IL,IL0472,005,Y,3063002,BROWNSTOWN BRANCH LIBRARY,120 EAST MAIN STREET,BROWNSTOWN,62418,M,FAYETTE,6184273853,BR,1200,R_17,0,1300,52,2017,03,00,00,00,-88.954232,38.996535,17,051,08992,21784,42,07,9506,3038,1715,-4,N,A
IL,IL0473,002,Y,3063100,SAINT JOSEPH TOWNSHIP-SWEARINGEN MEMORIAL LIBRARY,201 NORTH THIRD STREET,SAINT JOSEPH,61873,M,CHAMPAIGN,2174692159,CE,4000,R_17,0,2496,52,2017,03,00,00,00,-88.040527,40.112256,17,019,66950,209399,31,04,107,3040,1715,16580,0,A
IL,IL0474,002,Y,3006900,BRYAN-BENNETT LIBRARY,315 SOUTH MAPLE STREET,SALEM,62881,2202,MARION,6185483006,CE,13716,R_17,0,2392,52,2017,03,00,00,00,-88.947658,38.62531,17,121,67236,37902,33,06,9521,1034,1715,16460,1,A
IL,IL0475,002,Y,3059800,SALEM TOWNSHIP PUBLIC LIBRARY DISTRICT,102 N. BURSON STREET,YATES CITY,61572,9365,KNOX,3093581678,CE,2050,R_17,0,1846,52,2017,03,00,00,15,-90.012867,40.778709,17,095,83817,50638,32,07,16,3018,1717,23660,1,A
IL,IL0476,002,Y,3060000,SANDWICH PUBLIC LIBRARY DISTRICT,925 SOUTH MAIN STREET,SANDWICH,60548,2304,DEKALB,8157868308,CE,5040,R_17,0,3224,52,2017,03,00,00,00,-88.621637,41.636949,17,037,67548,104733,21,03,21,1016,1714,16980,0,A
IL,IL0477,002,Y,3060100,SAVANNA PUBLIC LIBRARY DISTRICT,326 THIRD STREET,SAVANNA,61074,1620,CARROLL,8152733714,CE,5292,R_17,0,1404,52,2017,03,00,00,00,-90.15523,42.09387,17,015,67821,14518,32,06,9603,2044,1717,-4,N,A
IL,IL0479,002,Y,3060200,SCHAUMBURG TOWNSHIP DISTRICT LIBRARY,130 SOUTH ROSELLE ROAD,SCHAUMBURG,60193,1647,COOK,8479854000,CE,166501,R_17,0,4524,52,2017,03,00,00,00,-88.080048,42.024517,17,031,68003,5211263,13,02,8048.1,1000,1708,16980,0,A
IL,IL0479,003,Y,3060202,HOFFMAN ESTATES BRANCH LIBRARY,1550 HASSELL ROAD,HOFFMAN ESTATES,60169,2629,COOK,8478853511,BR,9750,R_17,0,3016,52,2017,03,00,00,00,-88.11828,42.062775,17,031,35411,5211263,13,02,8047.14,3013,1708,16980,0,A
IL,IL0479,004,Y,3060201,HANOVER PARK BRANCH LIBRARY,1266 IRVING PARK ROAD,HANOVER PARK,60133,2568,COOK,6303727800,BR,9500,R_17,0,3016,52,2017,03,00,00,00,-88.138669,42.004449,17,031,32746,5211263,21,03,8048.06,3013,1708,16980,0,A
IL,IL0480,002,Y,3060300,SCHILLER PARK PUBLIC LIBRARY,4200 OLD RIVER ROAD,SCHILLER PARK,60176,1630,COOK,8476780433,CE,12500,R_17,0,3328,52,2017,03,00,00,00,-87.860688,41.955465,17,031,68081,5211263,21,03,7708,1039,1705,16980,0,A
IL,IL0481,002,Y,3060400,SCHMALING MEMORIAL PUBLIC LIBRARY DISTRICT,501 TENTH AVENUE,FULTON,61252,1522,WHITESIDE,8155892045,CE,4226,R_17,0,1786,52,2017,03,00,00,00,-90.164415,41.867181,17,195,28144,56118,32,06,5,2068,1717,44580,1,A
IL,IL0482,002,Y,3060500,SELBY TOWNSHIP LIBRARY DISTRICT,101 DEPOT STREET,DEPUE,61322,M,BUREAU,8154472660,CE,1400,R_17,0,1404,52,2017,03,00,00,00,-89.306238,41.324982,17,011,19499,33243,42,07,9650,3014,1716,36860,1,A
IL,IL0483,002,Y,3060600,SENECA PUBLIC LIBRARY DISTRICT,210 NORTH MAIN STREET,SENECA,61360,9347,LA SALLE,8153576566,CE,10000,R_17,0,3172,52,2017,03,00,00,00,-88.610021,41.314254,17,099,68640,110067,42,07,9637,1013,1716,36860,1,A
IL,IL0484,002,Y,3060700,SESSER PUBLIC LIBRARY,303 WEST FRANKLIN STREET,SESSER,62884,M,FRANKLIN,6186256566,CE,1820,R_17,0,1280,52,2017,03,00,00,00,-89.052872,38.09172,17,055,68705,39041,42,07,401,3022,1712,-4,N,A
IL,IL0485,002,Y,3027500,FLEWELLIN MEMORIAL LIBRARY,108 WEST COMANCHE,SHABBONA,60550,5118,DEKALB,8158242079,CE,2880,R_17,0,1300,52,2017,03,00,00,00,-88.872994,41.768035,17,037,68822,104733,42,08,18,1118,1716,16980,0,A
IL,IL0486,002,Y,3060800,SHAWNEETOWN PUBLIC LIBRARY,320 NORTH LINCOLN BOULEVARD,SHAWNEETOWN,62984,M,GALLATIN,6182693761,CE,1578,R_17,0,1352,52,2017,03,00,00,00,-88.186393,37.71561,17,059,69082,5080,43,07,9728,3016,1715,-4,N,A
IL,IL0487,002,Y,3060900,SHEFFIELD PUBLIC LIBRARY,136 EAST COOK STREET,SHEFFIELD,61361,9765,BUREAU,8154542628,CE,1848,R_17,0,1656,52,2017,03,00,00,00,-89.736342,41.356484,17,011,69147,33243,43,07,9656,2033,1716,36860,1,A
IL,IL0488,002,Y,3061000,SHELBYVILLE PUBLIC LIBRARY,154 NORTH BROADWAY STREET,SHELBYVILLE,62565,1675,SHELBY,2177744432,CE,13600,R_17,0,2728,52,2017,03,00,00,00,-88.793744,39.407295,17,173,69186,21719,32,06,9593,5096,1715,-4,N,A
IL,IL0489,002,Y,3061100,SHELDON PUBLIC LIBRARY DISTRICT,125 NORTH FIFTH STREET,SHELDON,60966,8143,IROQUOIS,8154293521,CE,4320,R_17,0,2260,52,2017,03,00,00,00,-87.56241,40.770536,17,075,69212,27876,42,07,9505,3074,1716,-4,N,A
IL,IL0490,004,Y,3061200,SHERRARD PUBLIC LIBRARY DISTRICT,201 FIFTH AVENUE,SHERRARD,61281,M,MERCER,3093737927,CE,5392,R_17,0,2544,52,2017,03,00,00,00,-90.507341,41.319981,17,131,69368,15618,42,08,401,2003,1717,19340,0,A
IL,IL0491,003,Y,3061300,SHOREWOOD-TROY PUBLIC LIBRARY DISTRICT,650 DEERWOOD DRIVE,SHOREWOOD,60404,8666,WILL,8157251715,CE,15000,R_17,0,3692,52,2017,03,00,00,00,-88.205362,41.523871,17,197,69758,692661,21,03,8832.16,2008,1711,16980,0,A
IL,IL0492,002,Y,3061400,SIDELL DISTRICT LIBRARY,101 EAST MARKET STREET,SIDELL,61876,M,VERMILION,2172889031,CE,3745,R_17,0,1664,52,2017,03,00,00,00,-87.822619,39.910355,17,183,69836,77909,42,08,109,3144,1715,19180,0,A
IL,IL0493,002,Y,3061500,SIDNEY COMMUNITY LIBRARY,217 SOUTH DAVID STREET,SIDNEY,61877,9650,CHAMPAIGN,2176882332,CE,640,R_17,0,1716,52,2017,03,00,00,00,-88.073337,40.024622,17,019,69875,209399,42,08,108,3026,1715,16580,0,A
IL,IL0494,002,Y,3061600,SILVIS PUBLIC LIBRARY,806 1ST AVENUE,SILVIS,61282,1045,ROCK ISLAND,3097553393,CE,6976,R_17,0,2700,45,2017,03,00,00,07,-90.416747,41.512438,17,161,69979,144808,21,04,203,1044,1717,19340,0,A
IL,IL0495,002,Y,3061700,SKOKIE PUBLIC LIBRARY,5215 OAKTON STREET,SKOKIE,60077,3634,COOK,8476737774,CE,133190,R_17,0,3900,52,2017,03,00,00,00,-87.758292,42.026315,17,031,70122,5211263,13,02,8077,4000,1709,16980,0,A
IL,IL0495,003,Y,3061701,SKOKIE PUBLIC LIBRARY BOOKMOBILE,5215 OAKTON STREET,SKOKIE,60077,3634,COOK,8476737774,BS,-4,N_17,1,1750,52,2017,03,00,00,00,-87.758292,42.026315,17,031,70122,5211263,13,02,8077,4000,1709,16980,0,A
IL,IL0496,002,Y,3061900,SOMONAUK PUBLIC LIBRARY DISTRICT,700 EAST LASALLE STREET,SOMONAUK,60552,9527,DEKALB,8154982440,CE,15000,R_17,0,3068,52,2017,03,00,00,00,-88.67448,41.630928,17,037,70460,104733,31,03,19,2055,1714,16980,0,A
IL,IL0497,002,Y,3062000,SOUTH BELOIT PUBLIC LIBRARY,630 BLACKHAWK BOULEVARD,SOUTH BELOIT,61080,1919,WINNEBAGO,8153892495,CE,4044,R_17,0,2673,52,2017,03,00,00,00,-89.039097,42.488527,17,201,70590,284778,23,04,40.01,1008,1716,40420,0,A
IL,IL0498,002,Y,3062100,SOUTH COUNTY PUBLIC LIBRARY DISTRICT,106 WEST MAIN STREET,BRUSSELS,62013,4469,CALHOUN,6188832522,CE,700,R_17,0,1470,49,2017,03,00,00,00,-90.588209,38.949603,17,013,09148,4833,42,08,9513,2099,1713,41180,0,A
IL,IL0499,002,Y,3062200,SOUTH HOLLAND PUBLIC LIBRARY,16250 WAUSAU AVENUE,SOUTH HOLLAND,60473,2152,COOK,7083315262,CE,30000,R_17,0,3068,52,2017,03,00,00,00,-87.610056,41.599485,17,031,70850,5211263,21,03,8278.01,1002,1702,16980,0,A
IL,IL0501,002,Y,3062600,SPARTA PUBLIC LIBRARY,211 WEST BROADWAY STREET,SPARTA,62286,1634,RANDOLPH,6184435014,CE,9000,R_17,0,2132,52,2017,03,00,00,00,-89.704111,38.122688,17,157,71448,32423,32,06,9506,3045,1712,-4,N,A
IL,IL0502,002,Y,3062700,SPOON RIVER LIBRARY DISTRICT,201 SOUTH THIRD STREET,CUBA,61427,5280,FULTON,3097855496,CE,2562,R_17,0,2080,52,2017,03,00,00,00,-90.195711,40.492095,17,057,17991,35110,42,07,9532,3015,1717,15900,1,A
